referrer,views_total,views_unique
github.com,285,66
mathesar.org,147,59
t.co,132,113
Google,119,47
docs.mathesar.org,106,30
postgresweekly.com,32,26
mail.google.com,16,14
com.google.android.gm,11,8
openalternative.co,11,5
search.brave.com,11,3
