url_path,views_total,views_unique
/mathesar-foundation/mathesar/commits/develop,1522,8
/mathesar-foundation/mathesar,280,188
/mathesar-foundation/mathesar/issues,110,27
/mathesar-foundation/mathesar/pulls,101,10
/mathesar-foundation/mathesar/pull/3623,30,6
/mathesar-foundation/mathesar/pull/3633,27,3
/mathesar-foundation/mathesar/issues/3516,25,5
/mathesar-foundation/mathesar/tree/develop/mathesar,21,8
/mathesar-foundation/mathesar/discussions,21,5
/mathesar-foundation/mathesar/tree/develop/db,19,7
