url_path,views_total,views_unique
/mathesar-foundation/mathesar,536,266
/mathesar-foundation/mathesar/issues,302,73
/mathesar-foundation/mathesar/pulls,191,21
/mathesar-foundation/mathesar/blob/develop/DEVELOPER_GUIDE.md,105,14
/mathesar-foundation/mathesar/pull/3323,77,6
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,74,17
/centerofci/mathesar/blob/develop/CONTRIBUTING.md,58,1
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,46,15
/mathesar-foundation/mathesar/pull/3324,30,3
/mathesar-foundation/mathesar/pull/3313,29,4
