time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-08 00:00:00+00:00,357,10,174,25
2024-10-09 00:00:00+00:00,184,8,269,37
2024-10-10 00:00:00+00:00,344,6,221,36
2024-10-11 00:00:00+00:00,194,7,80,41
2024-10-12 00:00:00+00:00,189,7,40,20
2024-10-13 00:00:00+00:00,413,9,51,20
2024-10-14 00:00:00+00:00,841,11,196,43
2024-10-15 00:00:00+00:00,493,14,403,67
2024-10-16 00:00:00+00:00,201,15,157,36
2024-10-17 00:00:00+00:00,244,10,85,24
2024-10-18 00:00:00+00:00,293,7,111,26
2024-10-19 00:00:00+00:00,5,5,17,12
2024-10-20 00:00:00+00:00,3,3,22,19
2024-10-21 00:00:00+00:00,43,5,73,26
