url_path,views_total,views_unique
/mathesar-foundation/mathesar,732,487
/mathesar-foundation/mathesar/issues,171,50
/mathesar-foundation/mathesar/pulls,130,21
/mathesar-foundation/mathesar/tree/develop/mathesar,35,18
/mathesar-foundation/mathesar/discussions,23,12
/mathesar-foundation/mathesar/releases,23,10
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,21,14
/mathesar-foundation/mathesar/pull/4369,18,6
/mathesar-foundation/mathesar/pull/4353,18,2
/mathesar-foundation/mathesar/tree/develop,17,11
