url_path,views_total,views_unique
/mathesar-foundation/mathesar,290,189
/mathesar-foundation/mathesar/pulls,238,9
/mathesar-foundation/mathesar/issues,90,27
/mathesar-foundation/mathesar/tree/develop/mathesar_ui/src,35,3
/mathesar-foundation/mathesar/pull/3685,33,3
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,30,6
/mathesar-foundation/mathesar/pull/3665,28,5
/mathesar-foundation/mathesar/pull/3669,26,3
/mathesar-foundation/mathesar/issues/3639,24,5
/mathesar-foundation/mathesar/pull/3684,23,2
