referrer,views_total,views_unique
github.com,490,72
mathesar.org,463,82
Google,356,64
summerofcode.withgoogle.com,135,26
wiki.mathesar.org,93,10
up-for-grabs.net,54,13
docs.mathesar.org,54,10
news.ycombinator.com,28,9
aritra8438.github.io,22,4
groups.google.com,16,4
