url_path,views_total,views_unique
/mathesar-foundation/mathesar,424,287
/mathesar-foundation/mathesar/issues,109,23
/mathesar-foundation/mathesar/pulls,47,17
/mathesar-foundation/mathesar/commits/develop,35,6
/mathesar-foundation/mathesar/releases,20,11
/mathesar-foundation/mathesar/discussions,17,7
/mathesar-foundation/mathesar/tree/master/mathesar/tests/integration,16,16
/mathesar-foundation/mathesar/releases/tag/0.12.0,14,13
/mathesar-foundation/mathesar/commits/develop/mathesar_ui/src,10,1
/mathesar-foundation/mathesar/issues/5234,7,7
