url_path,views_total,views_unique
/mathesar-foundation/mathesar,471,285
/mathesar-foundation/mathesar/pulls,83,55
/mathesar-foundation/mathesar/issues,72,36
/mathesar-foundation/mathesar/discussions,58,13
/mathesar-foundation/mathesar/releases,25,15
/mathesar-foundation/mathesar/releases/tag/0.12.0,17,11
/mathesar-foundation/mathesar/actions,15,15
/mathesar-foundation/mathesar/projects,12,4
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,11,9
/mathesar-foundation/mathesar/tree/develop,11,5
