time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-05 00:00:00+00:00,149,56,231,93
2025-03-06 00:00:00+00:00,181,65,139,79
2025-03-07 00:00:00+00:00,71,52,146,78
2025-03-08 00:00:00+00:00,509,38,108,54
2025-03-09 00:00:00+00:00,19,15,100,49
2025-03-10 00:00:00+00:00,592,18,213,66
2025-03-11 00:00:00+00:00,1349,29,239,83
2025-03-12 00:00:00+00:00,781,21,186,67
2025-03-13 00:00:00+00:00,1670,15,303,77
2025-03-14 00:00:00+00:00,480,12,255,71
2025-03-15 00:00:00+00:00,27,12,77,37
2025-03-16 00:00:00+00:00,297,11,74,40
2025-03-17 00:00:00+00:00,1605,23,266,46
2025-03-18 00:00:00+00:00,960,22,332,66
