url_path,views_total,views_unique
/mathesar-foundation/mathesar,625,311
/mathesar-foundation/mathesar/issues,373,125
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,173,55
/mathesar-foundation/mathesar/pulls,137,35
/mathesar-foundation/mathesar/blob/develop/DEVELOPER_GUIDE.md,106,24
/mathesar-foundation/mathesar/blob/master/db/types/operations/cast.py,60,2
/mathesar-foundation/mathesar/labels,52,26
/mathesar-foundation/mathesar/tree/develop/mathesar,51,11
/mathesar-foundation/mathesar/pull/3351,45,4
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,38,14
