url_path,views_total,views_unique
/mathesar-foundation/mathesar,802,543
/mathesar-foundation/mathesar/pulls,243,21
/mathesar-foundation/mathesar/issues,209,46
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,28,18
/mathesar-foundation/mathesar/tree/develop/mathesar,27,13
/mathesar-foundation/mathesar/discussions,26,11
/mathesar-foundation/mathesar/pull/4331,24,4
/mathesar-foundation/mathesar/issues/3969,23,3
/mathesar-foundation/mathesar/pull/4348,20,3
/mathesar-foundation/mathesar/issues/4313,18,5
