url_path,views_total,views_unique
/mathesar-foundation/mathesar,285,188
/mathesar-foundation/mathesar/issues,122,25
/mathesar-foundation/mathesar/pulls,89,16
/mathesar-foundation/mathesar/discussions,43,7
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,21,7
/mathesar-foundation/mathesar/pull/3608,21,4
/mathesar-foundation/mathesar/pull/3602,15,3
/mathesar-foundation/mathesar/issues/2411,14,10
/mathesar-foundation/mathesar/tree/develop/db,14,5
/mathesar-foundation/mathesar/tree/develop/mathesar,14,4
