time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-20 00:00:00+00:00,305,15,195,45
2024-08-21 00:00:00+00:00,295,7,110,26
2024-08-22 00:00:00+00:00,417,2,194,26
2024-08-23 00:00:00+00:00,204,7,171,30
2024-08-24 00:00:00+00:00,7,3,21,14
2024-08-25 00:00:00+00:00,1,1,44,16
2024-08-26 00:00:00+00:00,514,11,195,29
2024-08-27 00:00:00+00:00,324,11,274,33
2024-08-28 00:00:00+00:00,464,8,302,42
2024-08-29 00:00:00+00:00,168,4,179,32
2024-08-30 00:00:00+00:00,201,7,69,25
2024-08-31 00:00:00+00:00,7,4,24,18
2024-09-01 00:00:00+00:00,7,4,26,19
2024-09-02 00:00:00+00:00,303,6,151,36
