time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-02 00:00:00+00:00,10,8,98,29
2024-04-03 00:00:00+00:00,347,9,114,24
2024-04-04 00:00:00+00:00,78,7,293,43
2024-04-05 00:00:00+00:00,66,4,299,31
2024-04-06 00:00:00+00:00,34,5,160,48
2024-04-07 00:00:00+00:00,5,5,132,26
2024-04-08 00:00:00+00:00,69,6,229,35
2024-04-09 00:00:00+00:00,104,9,183,34
2024-04-10 00:00:00+00:00,72,11,143,29
2024-04-11 00:00:00+00:00,648,17,961,41
2024-04-12 00:00:00+00:00,370,13,195,27
2024-04-13 00:00:00+00:00,8,7,176,34
2024-04-14 00:00:00+00:00,3,3,69,19
2024-04-15 00:00:00+00:00,236,10,179,49
