time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-03 00:00:00+00:00,1129,28,288,43
2025-06-04 00:00:00+00:00,671,22,229,38
2025-06-05 00:00:00+00:00,329,28,223,43
2025-06-06 00:00:00+00:00,43,16,69,41
2025-06-07 00:00:00+00:00,23,12,61,27
2025-06-08 00:00:00+00:00,24,12,108,33
2025-06-09 00:00:00+00:00,69,13,149,38
2025-06-10 00:00:00+00:00,188,17,271,52
2025-06-11 00:00:00+00:00,970,44,265,46
2025-06-12 00:00:00+00:00,951,34,178,53
2025-06-13 00:00:00+00:00,1036,40,159,38
2025-06-14 00:00:00+00:00,1093,28,102,32
2025-06-15 00:00:00+00:00,142,12,81,34
2025-06-16 00:00:00+00:00,1927,32,301,47
