url_path,views_total,views_unique
/mathesar-foundation/mathesar/commits/develop,808,12
/mathesar-foundation/mathesar,465,308
/mathesar-foundation/mathesar/pulls,297,15
/mathesar-foundation/mathesar/issues,196,28
/mathesar-foundation/mathesar/pulls/assigned/pavish,53,1
/mathesar-foundation/mathesar/tree/develop/mathesar,43,6
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,28,10
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,28,9
/mathesar-foundation/mathesar/pull/3798,28,3
/mathesar-foundation/mathesar/pull/3821,28,2
