url_path,views_total,views_unique
/mathesar-foundation/mathesar,499,326
/mathesar-foundation/mathesar/issues,105,32
/mathesar-foundation/mathesar/pulls,44,17
/mathesar-foundation/mathesar/discussions,31,9
/mathesar-foundation/mathesar/releases/tag/0.9.0,18,16
/mathesar-foundation/mathesar/releases,15,12
/mathesar-foundation/mathesar/pull/5218,11,5
/mathesar-foundation/mathesar/milestones,11,4
/mathesar-foundation/mathesar/commits,11,3
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,10,7
