url_path,views_total,views_unique
/mathesar-foundation/mathesar,381,248
/mathesar-foundation/mathesar/issues,110,34
/mathesar-foundation/mathesar/pulls,61,14
/mathesar-foundation/mathesar/discussions,36,8
/mathesar-foundation/mathesar/pull/5337,23,4
/mathesar-foundation/mathesar/releases/tag/0.12.0,16,15
/mathesar-foundation/mathesar/issues/4638,14,7
/mathesar-foundation/mathesar/releases,12,9
/mathesar-foundation/mathesar/pull/5341,9,2
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,8,3
