url_path,views_total,views_unique
/mathesar-foundation/mathesar,440,247
/mathesar-foundation/mathesar/issues,232,77
/mathesar-foundation/mathesar/pulls,117,25
/mathesar-foundation/mathesar/tree/develop/mathesar,91,14
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,69,19
/mathesar-foundation/mathesar/blob/develop/Dockerfile,43,3
/mathesar-foundation/mathesar/pull/3399,42,4
/mathesar-foundation/mathesar/blob/develop/DEVELOPER_GUIDE.md,36,10
/mathesar-foundation/mathesar/issues/3216,34,29
/mathesar-foundation/mathesar/issues/3381,27,23
