url_path,views_total,views_unique
/mathesar-foundation/mathesar,792,545
/mathesar-foundation/mathesar/pulls,228,18
/mathesar-foundation/mathesar/issues,203,42
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,26,18
/mathesar-foundation/mathesar/tree/develop/mathesar,26,13
/mathesar-foundation/mathesar/discussions,25,10
/mathesar-foundation/mathesar/pull/4331,24,4
/mathesar-foundation/mathesar/issues/3969,23,3
/mathesar-foundation/mathesar/pull/4348,20,3
/mathesar-foundation/mathesar/issues/4313,18,5
