time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-18 00:00:00+00:00,1159,26,358,68
2025-03-19 00:00:00+00:00,1563,43,305,58
2025-03-20 00:00:00+00:00,33,10,126,63
2025-03-21 00:00:00+00:00,972,21,139,53
2025-03-22 00:00:00+00:00,34,9,195,50
2025-03-23 00:00:00+00:00,705,17,290,49
2025-03-24 00:00:00+00:00,448,22,162,55
2025-03-25 00:00:00+00:00,774,28,227,58
2025-03-26 00:00:00+00:00,1383,32,160,60
2025-03-27 00:00:00+00:00,858,30,144,53
2025-03-28 00:00:00+00:00,46,11,166,62
2025-03-29 00:00:00+00:00,65,13,79,40
2025-03-30 00:00:00+00:00,203,10,74,36
2025-03-31 00:00:00+00:00,777,31,173,55
