url_path,views_total,views_unique
/mathesar-foundation/mathesar,465,283
/mathesar-foundation/mathesar/pulls,84,57
/mathesar-foundation/mathesar/issues,66,35
/mathesar-foundation/mathesar/discussions,60,15
/mathesar-foundation/mathesar/releases,24,15
/mathesar-foundation/mathesar/actions,15,15
/mathesar-foundation/mathesar/releases/tag/0.12.0,15,10
/mathesar-foundation/mathesar/projects,14,6
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,9,7
/mathesar-foundation/mathesar/commits/develop,7,4
