url_path,views_total,views_unique
/mathesar-foundation/mathesar,275,167
/mathesar-foundation/mathesar/pulls,143,9
/mathesar-foundation/mathesar/issues,117,24
/mathesar-foundation/mathesar/commits/develop,31,4
/mathesar-foundation/mathesar/pull/3711,28,3
/mathesar-foundation/mathesar/tree/develop/mathesar,25,7
/mathesar-foundation/mathesar/tree/develop/mathesar/tests,24,2
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,22,7
/mathesar-foundation/mathesar/pull/3704,22,3
/mathesar-foundation/mathesar/pull/3722,21,3
