url_path,views_total,views_unique
/mathesar-foundation/mathesar,545,365
/mathesar-foundation/mathesar/issues,121,41
/mathesar-foundation/mathesar/pulls,45,21
/mathesar-foundation/mathesar/releases/tag/0.9.0,23,17
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,20,16
/mathesar-foundation/mathesar/blob/0.6.0/db/sql/test_startup.sql,17,1
/mathesar-foundation/mathesar/discussions,16,7
/mathesar-foundation/mathesar/releases,12,11
/mathesar-foundation/mathesar/issues/5175,10,8
/mathesar-foundation/mathesar/blob/develop/Dockerfile,10,7
