url_path,views_total,views_unique
/mathesar-foundation/mathesar,647,294
/mathesar-foundation/mathesar/issues,394,113
/mathesar-foundation/mathesar/pulls,184,36
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,181,59
/mathesar-foundation/mathesar/blob/develop/DEVELOPER_GUIDE.md,140,25
/mathesar-foundation/mathesar/pull/3343,98,9
/mathesar-foundation/mathesar/labels,64,26
/mathesar-foundation/mathesar/blob/master/db/types/operations/cast.py,60,2
/mathesar-foundation/mathesar/tree/develop/mathesar,58,14
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,54,16
