url_path,views_total,views_unique
/mathesar-foundation/mathesar,326,190
/mathesar-foundation/mathesar/issues,139,33
/mathesar-foundation/mathesar/pulls,111,10
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,25,8
/mathesar-foundation/mathesar/discussions,23,6
/mathesar-foundation/mathesar/blob/develop/DEVELOPER_GUIDE.md,23,4
/mathesar-foundation/mathesar/issues/3527,21,7
/mathesar-foundation/mathesar/blob/0.1.7/docker-compose.yml,20,1
/mathesar-foundation/mathesar/issues/3555,17,9
/mathesar-foundation/mathesar/pull/3552,17,4
