url_path,views_total,views_unique
/mathesar-foundation/mathesar,2707,1781
/mathesar-foundation/mathesar/issues,267,51
/mathesar-foundation/mathesar/pulls,217,21
/mathesar-foundation/mathesar/tree/develop/mathesar,53,32
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,48,34
/mathesar-foundation/mathesar/pull/4241,36,4
/mathesar-foundation/mathesar/tree/develop,34,24
/mathesar-foundation/mathesar/milestone/80,32,7
/mathesar-foundation/mathesar/commit/9ff1a41f851aeffdf421c232f3cbdf6a72f6a0a5,31,31
/mathesar-foundation/mathesar/issues/4243,31,10
