referrer,views_total,views_unique
github.com,552,52
Google,287,83
mathesar.org,155,54
docs.mathesar.org,110,33
wiki.postgresql.org,23,16
DuckDuckGo,22,7
overleaf.com,14,1
ecosia.org,13,1
Bing,11,6
com.linkedin.android,9,3
