url_path,views_total,views_unique
/mathesar-foundation/mathesar,517,349
/mathesar-foundation/mathesar/issues,99,31
/mathesar-foundation/mathesar/pulls,87,11
/mathesar-foundation/mathesar/pull/4399,50,7
/mathesar-foundation/mathesar/pull/4380,39,3
/mathesar-foundation/mathesar/releases,28,7
/mathesar-foundation/mathesar/tags,20,3
/mathesar-foundation/mathesar/discussions,18,9
/mathesar-foundation/mathesar/releases/tag/draft_TEST_ONLY_simplify-install,15,9
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,13,11
