url_path,views_total,views_unique
/mathesar-foundation/mathesar,496,267
/mathesar-foundation/mathesar/issues,256,64
/mathesar-foundation/mathesar/pulls,149,18
/centerofci/mathesar,138,92
/centerofci/mathesar/blob/develop/CONTRIBUTING.md,82,4
/mathesar-foundation/mathesar/pull/3323,76,6
/mathesar-foundation/mathesar/blob/develop/DEVELOPER_GUIDE.md,74,11
/centerofci/mathesar/issues,60,21
/mathesar-foundation/mathesar/issues/3314,49,9
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,44,12
