url_path,views_total,views_unique
/mathesar-foundation/mathesar,674,308
/mathesar-foundation/mathesar/issues,360,92
/mathesar-foundation/mathesar/pulls,213,26
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,165,35
/mathesar-foundation/mathesar/blob/develop/DEVELOPER_GUIDE.md,163,18
/mathesar-foundation/mathesar/issues/3330,65,24
/mathesar-foundation/mathesar/blob/develop/mathesar_ui/README.md,65,3
/mathesar-foundation/mathesar/pull/3323,58,6
/mathesar-foundation/mathesar/labels,51,17
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,51,15
