url_path,views_total,views_unique
/mathesar-foundation/mathesar,450,260
/mathesar-foundation/mathesar/issues,97,30
/mathesar-foundation/mathesar/pulls,61,13
/mathesar-foundation/mathesar/discussions,47,14
/mathesar-foundation/mathesar/releases,24,14
/mathesar-foundation/mathesar/discussions/5336,14,2
/mathesar-foundation/mathesar/stargazers,11,5
/mathesar-foundation/mathesar/pull/5325,10,7
/mathesar-foundation/mathesar/graphs/contributors,9,7
/mathesar-foundation/mathesar/releases/tag/0.11.0,8,8
