url_path,views_total,views_unique
/mathesar-foundation/mathesar,538,289
/mathesar-foundation/mathesar/issues,268,67
/mathesar-foundation/mathesar/pulls,167,19
/mathesar-foundation/mathesar/blob/develop/DEVELOPER_GUIDE.md,81,13
/mathesar-foundation/mathesar/pull/3323,77,6
/centerofci/mathesar/blob/develop/CONTRIBUTING.md,70,2
/centerofci/mathesar,55,37
/mathesar-foundation/mathesar/issues/3314,49,9
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,48,14
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,42,13
