time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-23 00:00:00+00:00,29,13,44,28
2025-08-24 00:00:00+00:00,32,9,35,20
2025-08-25 00:00:00+00:00,628,54,201,52
2025-08-26 00:00:00+00:00,31,10,121,39
2025-08-27 00:00:00+00:00,59,16,129,34
2025-08-28 00:00:00+00:00,403,19,83,24
2025-08-29 00:00:00+00:00,1608,30,192,54
2025-08-30 00:00:00+00:00,29,11,124,25
2025-08-31 00:00:00+00:00,25,11,39,24
2025-09-01 00:00:00+00:00,188,22,132,34
2025-09-02 00:00:00+00:00,443,20,119,35
2025-09-03 00:00:00+00:00,369,14,157,56
2025-09-04 00:00:00+00:00,642,32,119,46
2025-09-05 00:00:00+00:00,259,21,147,44
