time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-05 00:00:00+00:00,226,114,97,43
2026-03-06 00:00:00+00:00,290,175,125,40
2026-03-07 00:00:00+00:00,111,88,33,22
2026-03-08 00:00:00+00:00,34,28,57,31
2026-03-09 00:00:00+00:00,46,36,66,30
2026-03-10 00:00:00+00:00,69,56,135,49
2026-03-11 00:00:00+00:00,73,53,101,38
2026-03-12 00:00:00+00:00,1909,36,97,43
2026-03-13 00:00:00+00:00,45,28,46,29
2026-03-14 00:00:00+00:00,20,12,44,31
2026-03-15 00:00:00+00:00,65,46,46,24
2026-03-16 00:00:00+00:00,179,32,79,33
2026-03-17 00:00:00+00:00,44,30,55,32
2026-03-18 00:00:00+00:00,179,29,73,37
