url_path,views_total,views_unique
/mathesar-foundation/mathesar,260,153
/mathesar-foundation/mathesar/pulls,162,12
/mathesar-foundation/mathesar/issues,127,34
/mathesar-foundation/mathesar/tree/develop/mathesar,34,8
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,29,10
/mathesar-foundation/mathesar/pull/3722,25,3
/mathesar-foundation/mathesar/blob/develop/DEVELOPER_GUIDE.md,24,7
/mathesar-foundation/mathesar/tree/develop/mathesar_ui/src,23,6
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,22,8
/mathesar-foundation/mathesar/pull/3711,19,3
