time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-23 00:00:00+00:00,4230,47,666,68
2025-11-24 00:00:00+00:00,955,44,641,76
2025-11-25 00:00:00+00:00,836,42,526,86
2025-11-26 00:00:00+00:00,700,55,842,77
2025-11-27 00:00:00+00:00,779,26,392,66
2025-11-28 00:00:00+00:00,821,51,489,70
2025-11-29 00:00:00+00:00,143,45,394,53
2025-11-30 00:00:00+00:00,1027,57,328,49
2025-12-01 00:00:00+00:00,315,108,631,67
2025-12-02 00:00:00+00:00,2113,108,700,75
2025-12-03 00:00:00+00:00,3511,232,882,79
2025-12-04 00:00:00+00:00,757,62,982,84
2025-12-05 00:00:00+00:00,723,72,770,75
2025-12-06 00:00:00+00:00,222,21,402,48
