time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-19 00:00:00+00:00,60,10,45,27
2025-07-20 00:00:00+00:00,290,16,90,25
2025-07-21 00:00:00+00:00,87,20,121,52
2025-07-22 00:00:00+00:00,2358,65,271,74
2025-07-23 00:00:00+00:00,763,36,145,52
2025-07-24 00:00:00+00:00,1728,69,201,52
2025-07-25 00:00:00+00:00,1880,36,313,150
2025-07-26 00:00:00+00:00,26,14,69,53
2025-07-27 00:00:00+00:00,61,25,88,36
2025-07-28 00:00:00+00:00,1057,36,147,61
2025-07-29 00:00:00+00:00,2018,57,128,72
2025-07-30 00:00:00+00:00,3163,85,391,52
2025-07-31 00:00:00+00:00,656,28,328,132
2025-08-01 00:00:00+00:00,1136,22,271,106
