url_path,views_total,views_unique
/mathesar-foundation/mathesar,417,295
/mathesar-foundation/mathesar/issues,55,39
/mathesar-foundation/mathesar/pulls,34,18
/mathesar-foundation/mathesar/discussions,22,13
/mathesar-foundation/mathesar/pull/5348,12,3
/mathesar-foundation/mathesar/releases,8,6
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,8,4
/mathesar-foundation/mathesar/issues/5353,8,4
/mathesar-foundation/mathesar/pull/5351,7,1
/mathesar-foundation/mathesar/pull/5348/commits,6,2
