url_path,views_total,views_unique
/mathesar-foundation/mathesar,446,314
/mathesar-foundation/mathesar/issues,53,29
/mathesar-foundation/mathesar/pulls,51,17
/mathesar-foundation/mathesar/commits/develop,35,6
/mathesar-foundation/mathesar/discussions,17,9
/mathesar-foundation/mathesar/tree/master/mathesar/tests/integration,16,16
/mathesar-foundation/mathesar/pull/5348,12,3
/mathesar-foundation/mathesar/releases/tag/0.12.0,10,9
/mathesar-foundation/mathesar/commits/develop/mathesar_ui/src,10,1
/mathesar-foundation/mathesar/releases,9,6
