url_path,views_total,views_unique
/mathesar-foundation/mathesar,433,264
/mathesar-foundation/mathesar/issues,224,82
/mathesar-foundation/mathesar/pulls,113,23
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,72,22
/mathesar-foundation/mathesar/blob/develop/Dockerfile,60,5
/mathesar-foundation/mathesar/tree/develop/mathesar,51,8
/mathesar-foundation/mathesar/issues/3216,45,38
/mathesar-foundation/mathesar/pull/3399,40,4
/mathesar-foundation/mathesar/pull/3390,38,5
/mathesar-foundation/mathesar/issues/3380,37,26
