url_path,views_total,views_unique
/mathesar-foundation/mathesar,688,347
/mathesar-foundation/mathesar/issues,433,65
/mathesar-foundation/mathesar/pulls,406,31
/mathesar-foundation/mathesar/pull/5085,66,10
/mathesar-foundation/mathesar/issues/3397,62,11
/mathesar-foundation/mathesar/issues/4901,56,13
/mathesar-foundation/mathesar/issues/3862,46,9
/mathesar-foundation/mathesar/issues/2411,36,12
/mathesar-foundation/mathesar/compare/develop...manojponnusamy2032-star:mathesar-manoj:feat/delete-record-from-record-page,31,5
/mathesar-foundation/mathesar/pull/5142,31,5
