time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-17 00:00:00+00:00,145,5,229,35
2024-12-18 00:00:00+00:00,1183,7,433,29
2024-12-19 00:00:00+00:00,428,5,197,32
2024-12-20 00:00:00+00:00,11,5,89,26
2024-12-21 00:00:00+00:00,3,3,24,14
2024-12-22 00:00:00+00:00,4,2,27,14
2024-12-23 00:00:00+00:00,141,2,120,22
2024-12-24 00:00:00+00:00,634,7,147,19
2024-12-25 00:00:00+00:00,6,5,98,22
2024-12-26 00:00:00+00:00,5,2,55,24
2024-12-27 00:00:00+00:00,2,2,11,10
2024-12-28 00:00:00+00:00,4,3,41,13
2024-12-29 00:00:00+00:00,2,2,16,12
2024-12-30 00:00:00+00:00,1,1,20,13
