url_path,views_total,views_unique
/mathesar-foundation/mathesar,430,250
/mathesar-foundation/mathesar/issues,184,25
/mathesar-foundation/mathesar/pulls,107,9
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,32,8
/mathesar-foundation/mathesar/tree/develop/mathesar,32,6
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,31,7
/mathesar-foundation/mathesar/commits/develop,30,3
/mathesar-foundation/mathesar/issues/2716,28,10
/mathesar-foundation/mathesar/tree/develop/db,25,5
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,24,8
