url_path,views_total,views_unique
/mathesar-foundation/mathesar,541,313
/mathesar-foundation/mathesar/pulls,226,12
/mathesar-foundation/mathesar/issues,156,39
/mathesar-foundation/mathesar/pull/4536,116,8
/mathesar-foundation/mathesar/pull/4536/files,50,3
/mathesar-foundation/mathesar/pull/4554,41,4
/mathesar-foundation/mathesar/pull/4556,37,6
/mathesar-foundation/mathesar/pull/4563,32,3
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,26,13
/mathesar-foundation/mathesar/pull/4566,19,3
