url_path,views_total,views_unique
/mathesar-foundation/mathesar,526,302
/mathesar-foundation/mathesar/pulls,218,17
/mathesar-foundation/mathesar/issues,141,40
/mathesar-foundation/mathesar/pull/4536,138,9
/mathesar-foundation/mathesar/pull/4536/files,74,3
/mathesar-foundation/mathesar/pull/4554,41,4
/mathesar-foundation/mathesar/pull/4556,33,6
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,29,13
/mathesar-foundation/mathesar/issues/4509,28,10
/mathesar-foundation/mathesar/issues/4510,22,6
