url_path,views_total,views_unique
/mathesar-foundation/mathesar,1067,735
/mathesar-foundation/mathesar/issues,183,43
/mathesar-foundation/mathesar/pulls,113,17
/mathesar-foundation/mathesar/discussions,33,10
/mathesar-foundation/mathesar/pull/4258,30,3
/mathesar-foundation/mathesar/pull/4279,19,4
/mathesar-foundation/mathesar/tree/develop/mathesar,15,13
/mathesar-foundation/mathesar/discussions/4281,15,4
/mathesar-foundation/mathesar/pull/4280,15,4
/mathesar-foundation/mathesar/releases/tag/0.2.1,14,12
