referrer,views_total,views_unique
github.com,1485,77
Google,583,98
docs.mathesar.org,147,47
mathesar.org,92,49
boa.kalvium.community,45,4
Bing,34,10
goodfirstissues.com,30,9
wiki.mathesar.org,24,5
DuckDuckGo,20,4
up-for-grabs.net,19,2
