time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-24 00:00:00+00:00,557,127,140,53
2025-09-25 00:00:00+00:00,1112,224,241,35
2025-09-26 00:00:00+00:00,1302,120,261,149
2025-09-27 00:00:00+00:00,223,138,76,43
2025-09-28 00:00:00+00:00,57,24,48,30
2025-09-29 00:00:00+00:00,709,44,147,79
2025-09-30 00:00:00+00:00,93,41,198,61
2025-10-01 00:00:00+00:00,261,46,163,54
2025-10-02 00:00:00+00:00,864,79,206,49
2025-10-03 00:00:00+00:00,995,152,185,55
2025-10-04 00:00:00+00:00,1907,204,55,31
2025-10-05 00:00:00+00:00,21,16,108,51
2025-10-06 00:00:00+00:00,314,30,209,56
2025-10-07 00:00:00+00:00,1304,44,176,70
