url_path,views_total,views_unique
/mathesar-foundation/mathesar,356,235
/mathesar-foundation/mathesar/issues,104,39
/mathesar-foundation/mathesar/pulls,85,19
/mathesar-foundation/mathesar/discussions,39,11
/mathesar-foundation/mathesar/releases,13,11
/mathesar-foundation/mathesar/releases/tag/0.11.0,12,12
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,8,8
/mathesar-foundation/mathesar/stargazers,8,2
/mathesar-foundation/mathesar/pull/5314,8,1
/mathesar-foundation/mathesar/issues/2485,7,6
