time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-04 00:00:00+00:00,28,18,53,25
2025-05-05 00:00:00+00:00,28,7,77,36
2025-05-06 00:00:00+00:00,813,28,203,53
2025-05-07 00:00:00+00:00,3191,43,536,50
2025-05-08 00:00:00+00:00,595,25,225,46
2025-05-09 00:00:00+00:00,1927,20,177,27
2025-05-10 00:00:00+00:00,188,7,52,28
2025-05-11 00:00:00+00:00,31,13,47,28
2025-05-12 00:00:00+00:00,1196,44,379,49
2025-05-13 00:00:00+00:00,190,32,169,54
2025-05-14 00:00:00+00:00,2602,44,652,55
2025-05-15 00:00:00+00:00,2027,53,440,47
2025-05-16 00:00:00+00:00,274,18,137,43
2025-05-17 00:00:00+00:00,17,11,71,25
