time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-21 00:00:00+00:00,1330,128,81,39
2026-04-22 00:00:00+00:00,192,75,107,54
2026-04-23 00:00:00+00:00,392,86,134,73
2026-04-24 00:00:00+00:00,176,75,168,105
2026-04-25 00:00:00+00:00,177,61,81,39
2026-04-26 00:00:00+00:00,1122,71,276,192
2026-04-27 00:00:00+00:00,95,36,182,118
2026-04-28 00:00:00+00:00,54,22,128,82
2026-04-29 00:00:00+00:00,118,46,138,76
2026-04-30 00:00:00+00:00,80,32,84,56
2026-05-01 00:00:00+00:00,78,32,87,50
2026-05-02 00:00:00+00:00,43,15,158,92
2026-05-03 00:00:00+00:00,48,28,86,64
2026-05-04 00:00:00+00:00,124,34,58,34
