url_path,views_total,views_unique
/mathesar-foundation/mathesar,561,369
/mathesar-foundation/mathesar/issues,126,42
/mathesar-foundation/mathesar/pulls,45,21
/mathesar-foundation/mathesar/releases/tag/0.9.0,21,15
/mathesar-foundation/mathesar/discussions,20,8
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,19,15
/mathesar-foundation/mathesar/blob/0.6.0/db/sql/test_startup.sql,17,1
/mathesar-foundation/mathesar/releases,12,11
/mathesar-foundation/mathesar/issues/5175,10,8
/mathesar-foundation/mathesar/blob/develop/Dockerfile,10,7
