time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-11 00:00:00+00:00,2349,58,474,68
2025-08-12 00:00:00+00:00,1197,37,186,72
2025-08-13 00:00:00+00:00,810,24,227,53
2025-08-14 00:00:00+00:00,53,11,190,58
2025-08-15 00:00:00+00:00,1313,38,325,46
2025-08-16 00:00:00+00:00,279,8,56,37
2025-08-17 00:00:00+00:00,19,8,46,30
2025-08-18 00:00:00+00:00,646,36,246,83
2025-08-19 00:00:00+00:00,485,38,94,28
2025-08-20 00:00:00+00:00,983,32,55,15
2025-08-21 00:00:00+00:00,824,69,270,47
2025-08-22 00:00:00+00:00,650,50,83,28
2025-08-23 00:00:00+00:00,29,13,44,28
2025-08-24 00:00:00+00:00,4,3,26,17
