url_path,views_total,views_unique
/mathesar-foundation/mathesar,514,220
/mathesar-foundation/mathesar/pulls,248,14
/mathesar-foundation/mathesar/issues,235,39
/mathesar-foundation/mathesar/tree/develop/mathesar,34,9
/mathesar-foundation/mathesar/pulls/assigned/pavish,28,1
/mathesar-foundation/mathesar/discussions,26,7
/mathesar-foundation/mathesar/pull/3855,25,2
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,21,9
/mathesar-foundation/mathesar/milestones,21,4
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,18,7
