time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-07 00:00:00+00:00,3191,43,536,50
2025-05-08 00:00:00+00:00,595,25,225,46
2025-05-09 00:00:00+00:00,1927,20,177,27
2025-05-10 00:00:00+00:00,188,7,52,28
2025-05-11 00:00:00+00:00,31,13,47,28
2025-05-12 00:00:00+00:00,1196,44,379,49
2025-05-13 00:00:00+00:00,190,32,169,54
2025-05-14 00:00:00+00:00,2602,44,652,55
2025-05-15 00:00:00+00:00,2027,53,440,47
2025-05-16 00:00:00+00:00,274,18,137,43
2025-05-17 00:00:00+00:00,21,14,74,26
2025-05-18 00:00:00+00:00,36,13,44,24
2025-05-19 00:00:00+00:00,2310,62,277,52
2025-05-20 00:00:00+00:00,1455,37,265,49
