time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-21 00:00:00+00:00,929,19,328,82
2025-02-22 00:00:00+00:00,335,8,188,95
2025-02-23 00:00:00+00:00,83,9,81,45
2025-02-24 00:00:00+00:00,108,7,202,73
2025-02-25 00:00:00+00:00,1445,26,347,92
2025-02-26 00:00:00+00:00,889,17,391,79
2025-02-27 00:00:00+00:00,492,15,232,86
2025-02-28 00:00:00+00:00,295,14,303,75
2025-03-01 00:00:00+00:00,12,8,108,52
2025-03-02 00:00:00+00:00,122,14,96,59
2025-03-03 00:00:00+00:00,10,8,229,63
2025-03-04 00:00:00+00:00,236,36,133,75
2025-03-05 00:00:00+00:00,149,56,231,93
2025-03-06 00:00:00+00:00,69,51,137,77
