url_path,views_total,views_unique
/mathesar-foundation/mathesar,772,601
/mathesar-foundation/mathesar/issues,137,51
/mathesar-foundation/mathesar/pulls,75,28
/mathesar-foundation/mathesar/releases/tag/0.9.0,24,18
/mathesar-foundation/mathesar/releases,16,15
/mathesar-foundation/mathesar/discussions,16,7
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,14,12
/mathesar-foundation/mathesar/blob/0.6.0/db/sql/test_startup.sql,14,1
/mathesar-foundation/mathesar/pull/5200,12,3
/mathesar-foundation/mathesar/issues/5175,10,7
