url_path,views_total,views_unique
/mathesar-foundation/mathesar,17841,14083
/mathesar-foundation/mathesar/issues,381,140
/mathesar-foundation/mathesar/commit/9ff1a41f851aeffdf421c232f3cbdf6a72f6a0a5,325,274
/mathesar-foundation/mathesar/pulls,298,42
/mathesar-foundation/mathesar/tree/develop/mathesar,205,160
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,177,147
/mathesar-foundation/mathesar/tree/develop/mathesar_ui/src,92,74
/mathesar-foundation/mathesar/tree/develop,75,57
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,70,49
/mathesar-foundation/mathesar/tree/develop/db,54,50
