url_path,views_total,views_unique
/mathesar-foundation/mathesar,655,352
/mathesar-foundation/mathesar/issues,399,65
/mathesar-foundation/mathesar/pulls,390,32
/mathesar-foundation/mathesar/issues/3397,68,13
/mathesar-foundation/mathesar/pull/5085,64,10
/mathesar-foundation/mathesar/issues/4901,59,14
/mathesar-foundation/mathesar/issues/3862,46,9
/mathesar-foundation/mathesar/issues/2411,36,12
/mathesar-foundation/mathesar/compare/develop...manojponnusamy2032-star:mathesar-manoj:feat/delete-record-from-record-page,31,5
/mathesar-foundation/mathesar/compare/develop...manojponnusamy2032-star:mathesar-manoj:fix/3862-modal-delete-behavior,31,1
