time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-24 00:00:00+00:00,7,7,147,18
2024-02-25 00:00:00+00:00,86,7,49,23
2024-02-26 00:00:00+00:00,169,13,193,29
2024-02-27 00:00:00+00:00,79,14,158,29
2024-02-28 00:00:00+00:00,269,25,186,44
2024-02-29 00:00:00+00:00,107,17,161,38
2024-03-01 00:00:00+00:00,8,6,175,32
2024-03-02 00:00:00+00:00,9,9,264,27
2024-03-03 00:00:00+00:00,6,5,56,13
2024-03-04 00:00:00+00:00,109,10,274,35
2024-03-05 00:00:00+00:00,21,7,168,43
2024-03-06 00:00:00+00:00,41,6,149,35
2024-03-07 00:00:00+00:00,107,8,156,36
2024-03-08 00:00:00+00:00,130,8,145,23
