url_path,views_total,views_unique
/mathesar-foundation/mathesar,429,292
/mathesar-foundation/mathesar/issues,103,38
/mathesar-foundation/mathesar/pulls,71,23
/mathesar-foundation/mathesar/discussions,28,10
/mathesar-foundation/mathesar/releases/tag/0.10.0,25,21
/mathesar-foundation/mathesar/releases/tag/0.10.1,19,13
/mathesar-foundation/mathesar/releases,18,13
/mathesar-foundation/mathesar/blob/develop/docker-compose.yml,12,11
/mathesar-foundation/mathesar/pulse,10,6
/mathesar-foundation/mathesar/issues/5256,8,5
