url_path,views_total,views_unique
/mathesar-foundation/mathesar,337,209
/mathesar-foundation/mathesar/blob/develop/CONTRIBUTING.md,120,12
/mathesar-foundation/mathesar/issues,104,52
/mathesar-foundation/mathesar/blob/develop/DEVELOPER_GUIDE.md,44,5
/mathesar-foundation/mathesar/pulls,38,13
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,26,9
/mathesar-foundation/mathesar/issues/3444,23,9
/mathesar-foundation/mathesar/tree/develop/mathesar_ui/src,18,5
/mathesar-foundation/mathesar/discussions,17,3
/mathesar-foundation/mathesar/labels,15,8
